C3:C4:C1:C2
Material	Number of occurrences	C1:virus	C1:bacteria	C1:fungus	C1:plant	C1:animalia 	C1:insect	C1:fish	C1:arachnid	C2:molecular entity	C2:cellular part	C2:cell	C2:tissue	C2:organism	C2:organ	C3:biological	C3:device	C3:chemical	C3:data	C4:raw data	C4:processed data	C4:analysed data
first branchial archâ_“derived tissue (including palate)	12														1	1						
forebrain ventricular and subventricular zone tissue	12														1	1						
brain; cerebral cortex	12														1	1						
fruit	12														1	1						
adult iris	12														1	1						
lung corresponding normal	12														1	1						
pimary bone marrow stroma	12														1	1						
dissected subesophageal and thoracic ganglia	12														1	1						
perirenal fat	12														1	1						
"gonads and brains from males and females, livers from females"	12														1	1						
merkel cell carcinoma tumor	12														1	1						
vertebrae	12														1	1						
tarsal plate of the eyelid	12														1	1						
ventricle	12														1	1						
the uterus	12														1	1						
all above ground tissues (leaves)	12														1	1						
s1 panicle	12														1	1						
tumor infiltrate	12														1	1						
multiple organs	12														1	1						
kidneys	12														1	1						
rumen papillae (ventral sac)	12														1	1						
eyeballs	12														1	1						
pedicle skin	12														1	1						
pineal gland	12														1	1						
prostate tumor	12														1	1						
primitive streak tissue	12														1	1						
outer fold	12														1	1						
triceps brachii	12														1	1						
footpads	12														1	1						
single plant leaf tissue	12														1	1						
ankle joint	12														1	1						
starch sheath	12														1	1						
blastomere cell	12														1	1						
granulation tissue	12														1	1						
dissected central brain and optic lobes	12														1	1						
frontal skin	12														1	1						
hippocampal tissue punch	12														1	1						
lung adenocarcinoma	12														1	1						
xenograft tumor developed from modified lovo atcc cell line (#ccl 229)	12														1	1						
body wall	12														1	1						
anther and filament	12														1	1						
ventral mantle	12														1	1						
umbilical cord	12														1	1						
dechorionated embryo	12														1	1						
back skin	12														1	1						
brown fat	12														1	1						
soybean first trifoliolate leaves	12														1	1						
antler velvet	12														1	1						
lobular intraepithelial neoplasia	12														1	1						
middle fold	12														1	1						
antenno maximilary complex (amc)	12														1	1						
"diaphragm,pectoralis,abdominal muscles"	12														1	1						
anterior pituitary	12														1	1						
xenograft	12														1	1						
mesemchyme	12														1	1						
lateral nectaries	12														1	1						
3 leaves	12														1	1						
mesenteric fat	12														1	1						
cardiac muscle	12														1	1						
whole organism of pooled parental lines.	11														1	1						
whole subcutaneous adipose tissue	11														1	1						
uterine endometrial tissue	11														1	1						
cecum	11														1	1						
spleen pct	11														1	1						
the pool of noncancerous thymuses from 6 independent individuals without ectopic acth syndrome (ncs)	11														1	1						
ovarian granulosa cells	11														1	1						
normal breast	11														1	1						
inflamed mucosa	11														1	1						
l4 and l5 dorsal root ganglia (drg)	11														1	1						
cuticle containing epidermis	11														1	1						
diaphragm	11														1	1						
whole pericardial adipose tissue	11														1	1						
fiber	11														1	1						
siliques	11														1	1						
hematopoietic stem/progenitor cells	11														1	1						
bm	11														1	1						
pulmonary artery endothelial cells	11														1	1						
whole organism.	11														1	1						
liver metastasis	11														1	1						
esophagus	11														1	1						
laser captured control root cells	10														1	1						
dermis	10														1	1						
antral intestinal metaplastic lesion	10														1	1						
gastric carcinoma	10														1	1						
normal matched breast tissue	10														1	1						
fresh frozen gleason score 8 prostate tumour removed by radical prostatectomy.	10														1	1						
the subependymal zone of eight weeks old hgfap egfp mice (nolte c. et al. glia. 2001)	10														1	1						
right atrial appendage	10														1	1						
bladder tumor	10														1	1						
frozen biopsy specimen; burkitt lymphoma	10														1	1						
flat epithelial atypia (din1a)	10														1	1						
fresh frozen gleason score 6 prostate tumour removed by radical prostatectomy.	10														1	1						
entire eyeball	10														1	1						
10 months	10														1	1						
axons of retinal ganglion cells	10														1	1						
serous borderline tumor of the ovary	10														1	1						
follicular thyroid adenoma	10														1	1						
hypothalamic supraoptic nucleus	10														1	1						
lean muscle line (l line)	10														1	1						
fungal biomass	10														1	1						
glomerulus	10														1	1						
